employeenumber;department;jobrole;age;monthlyincome;yearsatcompany;overtime;jobsatisfaction;worklifebalance;flag_turnover;prob_turnover;classificacao_risco_modelo
2062;Research & Development;Healthcare Representative;39;9991;7;No;1;3;0;0.012636495199919006;Baixo risco
2052;Research & Development;Research Scientist;35;2977;4;No;4;3;0;0.01250182930034562;Baixo risco
692;Research & Development;Healthcare Representative;33;7725;13;No;4;1;0;0.012475210902645032;Baixo risco
1231;Human Resources;Human Resources;42;6272;4;No;1;4;0;0.012441391456919821;Baixo risco
292;Research & Development;Manufacturing Director;30;8474;11;No;3;3;0;0.012435346167763487;Baixo risco
769;Research & Development;Laboratory Technician;53;2450;2;No;4;3;0;0.012396898756819246;Baixo risco
940;Research & Development;Healthcare Representative;58;10552;6;Yes;2;3;0;0.012340939508873777;Baixo risco
909;Human Resources;Human Resources;39;5204;5;No;4;3;0;0.01218210431693171;Baixo risco
1109;Research & Development;Manager;42;17665;22;No;1;3;0;0.012133207220982978;Baixo risco
1782;Research & Development;Laboratory Technician;38;3702;5;No;3;3;0;0.012119725761293021;Baixo risco
882;Research & Development;Laboratory Technician;32;2314;3;No;4;3;0;0.012018462380460082;Baixo risco
1763;Research & Development;Healthcare Representative;30;5294;7;No;3;3;0;0.01182974796922977;Baixo risco
1823;Sales;Sales Executive;34;6799;10;No;3;3;0;0.01171599846246692;Baixo risco
1989;Research & Development;Laboratory Technician;30;3748;12;No;2;2;0;0.01155591022777693;Baixo risco
1638;Research & Development;Manufacturing Director;38;7756;5;Yes;3;4;0;0.011459023055933479;Baixo risco
1124;Sales;Manager;46;17465;12;No;3;3;0;0.011072060990098855;Baixo risco
505;Research & Development;Manager;55;16659;5;Yes;4;3;0;0.01087017614127994;Baixo risco
479;Sales;Sales Executive;36;6653;1;No;4;3;0;0.010861202984931555;Baixo risco
1352;Human Resources;Manager;51;14026;33;Yes;2;3;0;0.010795182425317835;Baixo risco
1233;Sales;Sales Executive;60;5220;11;Yes;4;3;0;0.010779277080908907;Baixo risco
1703;Research & Development;Healthcare Representative;44;7879;8;Yes;4;3;0;0.010741004829668497;Baixo risco
734;Human Resources;Manager;41;19189;22;No;3;3;0;0.010712689752870094;Baixo risco
851;Sales;Manager;51;16307;20;No;3;2;0;0.010668091660005067;Baixo risco
1256;Research & Development;Manager;49;18711;1;No;3;4;0;0.01065685830960879;Baixo risco
28;Research & Development;Research Director;34;11994;12;No;2;3;0;0.010633594003915177;Baixo risco
2022;Research & Development;Manager;39;19431;6;No;4;2;0;0.010582565696977441;Baixo risco
599;Sales;Sales Executive;41;6230;14;No;4;3;0;0.010569437136923704;Baixo risco
256;Research & Development;Manufacturing Director;34;9547;10;No;3;2;0;0.010552760744468757;Baixo risco
1225;Research & Development;Research Scientist;44;4541;20;No;4;3;0;0.010524359227071905;Baixo risco
86;Research & Development;Research Scientist;45;9724;1;No;1;3;0;0.010446403633121453;Baixo risco
947;Sales;Sales Executive;31;6932;9;No;3;2;0;0.010284679378687933;Baixo risco
306;Research & Development;Research Director;37;12185;10;Yes;4;3;0;0.010265911057783053;Baixo risco
2017;Research & Development;Research Director;37;13744;16;Yes;4;3;0;0.010259079301910405;Baixo risco
1618;Research & Development;Manufacturing Director;39;5377;7;No;1;3;0;0.01016022130341591;Baixo risco
1315;Research & Development;Laboratory Technician;28;6674;9;No;4;3;0;0.010092285613886507;Baixo risco
117;Research & Development;Healthcare Representative;30;4152;11;No;4;3;0;0.010020400167137799;Baixo risco
786;Sales;Sales Executive;34;6274;6;No;4;3;0;0.009999071135881051;Baixo risco
374;Research & Development;Manager;55;19045;36;Yes;1;3;0;0.009941250940403436;Baixo risco
1911;Research & Development;Research Director;42;13348;13;No;1;4;0;0.009912851772613125;Baixo risco
522;Research & Development;Research Director;54;19406;4;No;1;2;0;0.009881551099252109;Baixo risco
422;Research & Development;Healthcare Representative;58;5660;5;Yes;3;3;0;0.009801764384352277;Baixo risco
972;Research & Development;Laboratory Technician;45;4447;9;No;2;2;0;0.009735970996047975;Baixo risco
106;Sales;Sales Executive;55;10239;1;No;4;3;0;0.00970120927788814;Baixo risco
1625;Human Resources;Manager;47;19658;5;No;3;3;0;0.009591628204970545;Baixo risco
1903;Research & Development;Healthcare Representative;44;5033;2;No;1;3;0;0.00958118061208854;Baixo risco
1005;Research & Development;Manufacturing Director;50;13973;12;Yes;3;3;0;0.009580473257123056;Baixo risco
309;Research & Development;Research Scientist;59;2177;1;No;4;3;0;0.009548513031941982;Baixo risco
1024;Research & Development;Healthcare Representative;48;10999;15;No;3;3;0;0.00945452226320095;Baixo risco
2008;Research & Development;Research Scientist;35;5098;10;No;3;3;0;0.009438971601584302;Baixo risco
170;Research & Development;Manufacturing Director;49;6567;15;No;1;2;0;0.009404425521158291;Baixo risco
1128;Research & Development;Research Director;40;19626;20;No;3;4;0;0.009364000704473562;Baixo risco
395;Research & Development;Research Scientist;28;3310;5;No;4;3;0;0.009327898651141158;Baixo risco
456;Sales;Sales Executive;30;6118;10;No;3;3;0;0.009323005645758414;Baixo risco
987;Research & Development;Manufacturing Director;47;5067;19;Yes;3;4;0;0.009205803290806185;Baixo risco
1441;Research & Development;Research Scientist;56;2066;3;No;1;4;0;0.009146353525067489;Baixo risco
564;Research & Development;Research Director;29;11935;10;No;3;3;0;0.009101120099519097;Baixo risco
1775;Research & Development;Manufacturing Director;53;12965;3;Yes;3;2;0;0.009019678588540301;Baixo risco
725;Research & Development;Manufacturing Director;27;7412;9;No;1;3;0;0.008991669885093711;Baixo risco
1249;Research & Development;Research Scientist;29;3760;3;No;4;3;0;0.008926875188465104;Baixo risco
107;Research & Development;Research Scientist;38;5329;13;Yes;4;3;0;0.00889529516824446;Baixo risco
579;Research & Development;Research Scientist;34;2768;7;No;3;3;0;0.008841672902776406;Baixo risco
1664;Research & Development;Healthcare Representative;36;6842;5;No;1;3;0;0.008804872692694197;Baixo risco
1805;Human Resources;Human Resources;38;2592;11;No;2;3;0;0.00880289885736937;Baixo risco
1627;Research & Development;Laboratory Technician;39;3069;10;No;3;3;0;0.00877894669550241;Baixo risco
671;Research & Development;Manager;44;19513;2;Yes;4;4;0;0.00874070822559509;Baixo risco
820;Research & Development;Manager;47;16752;26;Yes;4;2;0;0.008590954464783918;Baixo risco
1727;Research & Development;Healthcare Representative;46;5562;10;No;2;3;0;0.00854972919819972;Baixo risco
116;Research & Development;Laboratory Technician;51;2075;4;No;4;3;0;0.008502199998970884;Baixo risco
1707;Research & Development;Research Scientist;24;4401;5;No;3;3;0;0.008415745106306842;Baixo risco
984;Sales;Sales Executive;35;7823;10;No;4;3;0;0.008385027610270143;Baixo risco
1976;Research & Development;Research Scientist;42;4332;20;No;3;3;0;0.008294221524177036;Baixo risco
543;Research & Development;Manufacturing Director;52;7969;5;Yes;3;3;0;0.008238716011451883;Baixo risco
1192;Research & Development;Laboratory Technician;29;3131;10;No;4;3;0;0.008132896535634752;Baixo risco
408;Research & Development;Manufacturing Director;51;5482;4;No;2;3;0;0.008044554355736191;Baixo risco
1888;Research & Development;Manufacturing Director;45;5906;9;No;4;2;0;0.007950061239127268;Baixo risco
1971;Research & Development;Healthcare Representative;43;7510;10;No;3;3;0;0.007700505797094081;Baixo risco
96;Research & Development;Research Scientist;32;6220;10;No;2;3;0;0.007681803576702193;Baixo risco
653;Sales;Sales Executive;31;5460;7;No;4;4;0;0.007662954975603582;Baixo risco
112;Research & Development;Manufacturing Director;56;7260;6;No;4;2;0;0.007587973548856016;Baixo risco
1689;Research & Development;Healthcare Representative;53;7005;4;No;4;3;0;0.007575844196135352;Baixo risco
307;Sales;Sales Executive;38;10609;16;No;3;2;0;0.0075031997072125215;Baixo risco
1047;Sales;Sales Executive;34;9725;15;No;4;2;0;0.0074227825697576666;Baixo risco
1191;Research & Development;Manager;56;19943;5;No;1;3;0;0.007373687047194884;Baixo risco
683;Research & Development;Research Scientist;34;2691;10;No;4;2;0;0.0072304289230018335;Baixo risco
380;Research & Development;Research Director;37;13603;5;Yes;4;3;0;0.007220536464539964;Baixo risco
867;Research & Development;Manufacturing Director;52;13826;9;No;4;3;0;0.007153389454750523;Baixo risco
460;Research & Development;Manufacturing Director;37;6347;6;No;4;2;0;0.007128444271478575;Baixo risco
1999;Research & Development;Research Scientist;41;2782;5;No;4;3;0;0.007104535340791547;Baixo risco
1696;Research & Development;Laboratory Technician;34;3986;15;No;4;4;0;0.007069111368886491;Baixo risco
840;Sales;Sales Executive;49;7654;9;No;4;4;1;0.006989851609239043;Baixo risco
275;Research & Development;Manufacturing Director;49;6804;7;Yes;4;3;0;0.006931799623906409;Baixo risco
361;Sales;Sales Executive;38;5249;8;No;4;3;0;0.006918525560885582;Baixo risco
77;Research & Development;Manufacturing Director;37;5993;7;No;3;4;0;0.006792793860960364;Baixo risco
1334;Research & Development;Manager;42;17861;20;Yes;3;2;0;0.006777232134690049;Baixo risco
845;Research & Development;Manufacturing Director;35;10221;8;No;3;4;0;0.006457785251775645;Baixo risco
1245;Research & Development;Manufacturing Director;54;10502;5;No;3;1;0;0.00645718345645877;Baixo risco
1038;Sales;Manager;52;19845;32;No;4;3;1;0.00639563842506669;Baixo risco
1867;Research & Development;Research Director;48;19665;22;No;2;3;0;0.006358570445104038;Baixo risco
1280;Sales;Manager;46;18789;11;No;2;3;0;0.006352084218913467;Baixo risco
288;Research & Development;Healthcare Representative;46;9396;4;No;1;3;0;0.006286407332320047;Baixo risco
1026;Research & Development;Manufacturing Director;39;12742;21;No;4;3;0;0.006114143430646102;Baixo risco
1621;Research & Development;Research Scientist;35;5208;16;No;1;3;0;0.006070336372611748;Baixo risco
195;Sales;Sales Executive;32;4668;8;No;4;4;0;0.00602093889075326;Baixo risco
990;Sales;Sales Executive;36;5079;7;No;4;3;0;0.006020735776770406;Baixo risco
689;Research & Development;Manufacturing Director;37;9434;10;No;3;3;0;0.0059670557416092495;Baixo risco
1228;Research & Development;Manufacturing Director;46;7379;6;No;4;2;0;0.005797177857597222;Baixo risco
1869;Sales;Sales Executive;46;7314;8;No;2;3;1;0.005651669109673455;Baixo risco
98;Research & Development;Manufacturing Director;31;4424;11;No;4;3;0;0.005642728984102762;Baixo risco
182;Sales;Sales Executive;39;5902;15;No;3;4;0;0.005633921749376207;Baixo risco
1071;Research & Development;Research Scientist;56;2942;5;No;3;3;0;0.005631425781527079;Baixo risco
1238;Research & Development;Research Scientist;33;2781;14;No;4;3;0;0.005511625612150868;Baixo risco
776;Sales;Manager;52;16856;34;No;1;4;0;0.005479718264356359;Baixo risco
762;Research & Development;Healthcare Representative;56;11103;10;No;4;2;0;0.005449676417816574;Baixo risco
308;Research & Development;Manufacturing Director;31;4345;5;No;3;3;0;0.005442537557236822;Baixo risco
1097;Research & Development;Research Scientist;28;3660;8;No;3;4;0;0.005430974435942506;Baixo risco
1824;Sales;Manager;58;16291;16;No;2;2;0;0.005425676977568227;Baixo risco
84;Research & Development;Manager;55;14756;5;Yes;3;3;0;0.005412955170704717;Baixo risco
83;Research & Development;Healthcare Representative;36;10096;17;No;3;3;0;0.00538262298047299;Baixo risco
1658;Research & Development;Research Scientist;34;5433;11;No;2;3;0;0.005377659788166899;Baixo risco
94;Research & Development;Research Scientist;29;2703;5;No;2;3;0;0.005351112617131277;Baixo risco
1088;Research & Development;Healthcare Representative;38;8823;19;No;3;2;0;0.005312216175986892;Baixo risco
369;Research & Development;Healthcare Representative;25;4000;6;No;1;3;0;0.005233543901287585;Baixo risco
138;Research & Development;Research Scientist;34;4809;16;No;3;3;0;0.005222645448468995;Baixo risco
296;Research & Development;Research Director;51;12490;10;No;2;1;0;0.005218875820241509;Baixo risco
1770;Research & Development;Research Director;55;19038;1;No;1;3;0;0.005201026931929972;Baixo risco
377;Research & Development;Research Scientist;28;2070;5;No;4;2;0;0.005197818006101713;Baixo risco
23;Sales;Manager;53;15427;25;No;4;3;0;0.005186349303500238;Baixo risco
1085;Research & Development;Research Scientist;41;3376;10;No;3;3;0;0.005180307539811613;Baixo risco
1288;Research & Development;Manager;44;19190;25;No;1;2;0;0.0051412106445056826;Baixo risco
1217;Research & Development;Research Director;46;19081;4;No;2;3;0;0.0051177068155386155;Baixo risco
1774;Sales;Sales Executive;34;4001;15;Yes;3;3;0;0.005109735719378876;Baixo risco
520;Research & Development;Research Director;43;14336;25;No;2;3;0;0.005088070656587798;Baixo risco
830;Research & Development;Manufacturing Director;32;6162;14;No;3;3;0;0.005043269979606601;Baixo risco
1408;Human Resources;Manager;42;16799;20;No;1;3;0;0.0048718546568216935;Baixo risco
1655;Research & Development;Research Director;49;16413;4;No;2;3;0;0.004780104388367667;Baixo risco
500;Sales;Sales Executive;51;4936;7;No;4;2;0;0.004778448151840841;Baixo risco
1013;Research & Development;Manufacturing Director;54;10739;10;No;3;3;0;0.004763309861382963;Baixo risco
727;Research & Development;Research Director;32;11159;7;No;4;3;0;0.004681400583631694;Baixo risco
1375;Research & Development;Healthcare Representative;40;6377;12;No;3;3;0;0.004673064939129815;Baixo risco
1474;Research & Development;Research Scientist;40;2345;3;No;3;4;0;0.004639953458714751;Baixo risco
1771;Research & Development;Research Scientist;33;3055;9;No;2;2;0;0.004633956125681647;Baixo risco
1263;Research & Development;Research Director;48;18265;1;No;4;4;0;0.004603227360671934;Baixo risco
1382;Research & Development;Research Scientist;38;2610;4;No;3;3;0;0.004581602120075367;Baixo risco
40;Research & Development;Healthcare Representative;44;6465;4;Yes;4;4;0;0.004563347555819882;Baixo risco
824;Research & Development;Research Scientist;29;2700;10;No;3;3;0;0.004521854358856742;Baixo risco
1578;Sales;Manager;55;19586;36;No;4;3;0;0.004516670862754596;Baixo risco
253;Research & Development;Manager;40;19033;20;No;3;3;0;0.004488515399759546;Baixo risco
373;Research & Development;Laboratory Technician;36;3210;15;No;4;3;0;0.004476950831510673;Baixo risco
2016;Sales;Sales Executive;32;10422;14;No;4;3;0;0.0044555531196674315;Baixo risco
1397;Research & Development;Healthcare Representative;39;10920;6;No;3;3;0;0.004433613495594711;Baixo risco
612;Research & Development;Research Director;33;16184;6;No;3;3;0;0.004342957996804742;Baixo risco
1666;Research & Development;Research Director;43;17603;14;No;3;3;0;0.004229179585409991;Baixo risco
1283;Research & Development;Manufacturing Director;59;10512;9;No;4;2;0;0.004177198743451789;Baixo risco
1670;Sales;Sales Executive;33;5505;6;No;4;3;0;0.004144475179853043;Baixo risco
1295;Research & Development;Healthcare Representative;44;7978;10;No;4;3;1;0.004139546949387598;Baixo risco
464;Research & Development;Manufacturing Director;35;8095;16;No;2;3;0;0.004108824857387986;Baixo risco
1712;Research & Development;Healthcare Representative;45;10748;23;No;3;2;0;0.004094755540126359;Baixo risco
1676;Sales;Manager;47;15972;3;No;2;3;0;0.004045697719481719;Baixo risco
1096;Research & Development;Manufacturing Director;55;10976;3;No;2;3;0;0.0040344071060442795;Baixo risco
1934;Research & Development;Research Scientist;47;5467;8;No;2;4;0;0.004002293358646224;Baixo risco
1115;Research & Development;Research Scientist;34;2979;0;No;4;3;0;0.00397009468201369;Baixo risco
1900;Research & Development;Manager;48;17174;22;No;4;3;0;0.0038764150188242866;Baixo risco
1728;Research & Development;Manufacturing Director;35;6883;7;No;3;3;0;0.0037603183322376475;Baixo risco
1018;Research & Development;Manufacturing Director;26;5472;8;No;4;3;0;0.0037392622640747713;Baixo risco
1995;Sales;Sales Executive;38;4440;15;No;2;3;0;0.003688612477625108;Baixo risco
140;Human Resources;Manager;59;18844;3;No;4;3;0;0.003635628645859832;Baixo risco
385;Research & Development;Research Director;50;19144;10;No;2;2;0;0.003635053963763724;Baixo risco
551;Research & Development;Healthcare Representative;42;4523;6;No;4;4;0;0.0035570011704606406;Baixo risco
1941;Research & Development;Research Director;49;19161;5;No;4;3;0;0.0035397128411651666;Baixo risco
319;Research & Development;Manager;42;19232;22;No;4;3;0;0.0034849244532854846;Baixo risco
807;Research & Development;Healthcare Representative;40;4244;8;No;2;3;0;0.0034496506090675103;Baixo risco
1007;Research & Development;Manufacturing Director;46;10845;8;No;3;3;0;0.003424275572036923;Baixo risco
1698;Research & Development;Laboratory Technician;33;2028;14;No;2;3;0;0.0034116356015630104;Baixo risco
26;Research & Development;Manufacturing Director;24;4011;4;No;3;2;0;0.003393543759245263;Baixo risco
1336;Research & Development;Manager;55;19187;19;No;3;3;0;0.0033574877286211106;Baixo risco
1845;Sales;Sales Executive;45;5154;8;No;3;4;0;0.0033241634128493504;Baixo risco
1940;Research & Development;Research Scientist;38;4771;5;No;4;4;0;0.0033163323876310197;Baixo risco
1830;Research & Development;Research Scientist;54;6854;7;No;4;2;0;0.0032953811863304333;Baixo risco
1955;Research & Development;Healthcare Representative;32;6667;5;No;4;3;0;0.003285107227449343;Baixo risco
996;Research & Development;Laboratory Technician;45;2270;5;No;4;3;0;0.003276530925114128;Baixo risco
438;Sales;Sales Executive;31;7547;7;No;4;3;0;0.003266387064864209;Baixo risco
1661;Research & Development;Healthcare Representative;49;13966;15;Yes;3;3;0;0.003260003306941584;Baixo risco
303;Sales;Sales Executive;54;5940;6;No;1;3;0;0.0031790274771728577;Baixo risco
1671;Research & Development;Research Scientist;32;5470;9;No;2;2;0;0.0031023767010603105;Baixo risco
2015;Research & Development;Research Director;38;13206;18;No;3;3;0;0.003093904996793929;Baixo risco
823;Research & Development;Manufacturing Director;36;5228;9;No;2;3;0;0.0030899778042049386;Baixo risco
165;Research & Development;Healthcare Representative;58;10312;40;No;4;2;1;0.0030371876572498485;Baixo risco
1116;Research & Development;Manager;48;16885;5;No;4;2;0;0.003002047948638758;Baixo risco
1422;Research & Development;Research Director;54;17328;20;No;4;2;0;0.002984869477361239;Baixo risco
131;Sales;Sales Executive;58;13872;37;No;3;2;0;0.0029799455482284287;Baixo risco
659;Research & Development;Healthcare Representative;42;4089;10;No;4;3;0;0.002947560987989205;Baixo risco
1799;Research & Development;Research Scientist;28;2044;5;No;4;4;0;0.002875622921878549;Baixo risco
1383;Research & Development;Healthcare Representative;34;6687;14;No;4;4;0;0.002875602546009696;Baixo risco
1821;Research & Development;Healthcare Representative;46;8926;9;No;2;4;1;0.002867782731569814;Baixo risco
1344;Research & Development;Healthcare Representative;34;8500;9;No;4;2;0;0.0028377045826439747;Baixo risco
1246;Research & Development;Research Scientist;44;2011;10;No;4;3;0;0.0028367405875306447;Baixo risco
1697;Research & Development;Healthcare Representative;60;10883;1;No;4;4;0;0.002741478310387597;Baixo risco
1215;Research & Development;Manager;50;17856;2;No;1;3;0;0.00271743077003252;Baixo risco
1970;Research & Development;Healthcare Representative;33;5968;9;No;3;3;0;0.002716368579036024;Baixo risco
391;Research & Development;Research Scientist;37;2115;17;No;4;3;0;0.0027091695750241407;Baixo risco
850;Research & Development;Research Scientist;27;1706;0;No;4;2;0;0.0027056628294789696;Baixo risco
1264;Research & Development;Research Director;29;16124;7;No;4;2;0;0.002681423007034915;Baixo risco
1472;Research & Development;Research Director;53;16598;9;No;2;2;0;0.0026586924478792626;Baixo risco
447;Research & Development;Research Director;47;18300;3;No;3;3;0;0.002647778174352522;Baixo risco
724;Research & Development;Healthcare Representative;38;7625;9;No;4;2;0;0.002644958166387095;Baixo risco
1117;Sales;Sales Executive;45;5593;15;No;3;3;0;0.0026288881472428614;Baixo risco
606;Sales;Sales Executive;45;4805;8;No;2;4;0;0.0025936909314356223;Baixo risco
771;Research & Development;Healthcare Representative;35;5093;1;No;1;4;0;0.002579937931803716;Baixo risco
487;Research & Development;Manufacturing Director;46;5258;1;No;3;4;0;0.002533883846922726;Baixo risco
1483;Research & Development;Research Scientist;57;4900;12;No;3;2;0;0.00249551605613175;Baixo risco
252;Research & Development;Research Scientist;33;2756;8;No;2;3;0;0.0024930809506076967;Baixo risco
901;Research & Development;Research Director;53;14275;12;No;4;3;0;0.002453647380053707;Baixo risco
250;Research & Development;Manufacturing Director;53;4450;4;No;1;3;0;0.002438374338213229;Baixo risco
258;Research & Development;Healthcare Representative;51;13734;7;No;2;3;0;0.002426528703088022;Baixo risco
270;Research & Development;Manufacturing Director;42;5265;5;No;3;3;0;0.0024226660287809555;Baixo risco
634;Research & Development;Healthcare Representative;38;9824;1;No;3;3;0;0.0024112047941280885;Baixo risco
1045;Sales;Manager;45;17650;9;No;4;4;0;0.002358126706136438;Baixo risco
1607;Research & Development;Research Scientist;32;3312;3;No;4;3;0;0.0023568170859876733;Baixo risco
1857;Research & Development;Manufacturing Director;46;8578;9;No;4;2;0;0.0023502929053658794;Baixo risco
259;Research & Development;Manager;52;19999;33;No;3;3;0;0.0023396811404264063;Baixo risco
1196;Research & Development;Manufacturing Director;37;6474;14;No;4;2;0;0.0023161557036059832;Baixo risco
386;Research & Development;Research Director;53;17584;5;Yes;3;2;0;0.0023136902039996446;Baixo risco
1520;Research & Development;Manager;54;16032;14;No;4;3;0;0.002288844348140002;Baixo risco
1863;Sales;Sales Executive;46;13225;19;No;1;3;0;0.002287760374696432;Baixo risco
208;Research & Development;Manufacturing Director;29;4319;10;No;3;3;0;0.002217603073852121;Baixo risco
574;Research & Development;Manufacturing Director;47;5070;5;No;4;3;0;0.0021755123645722956;Baixo risco
1449;Research & Development;Laboratory Technician;40;3975;8;No;3;4;0;0.002143326704902847;Baixo risco
1363;Research & Development;Manufacturing Director;48;7898;10;No;4;3;0;0.002136102490237955;Baixo risco
791;Research & Development;Research Scientist;52;4258;4;No;4;3;0;0.002047623948292979;Baixo risco
1662;Research & Development;Manufacturing Director;36;4374;3;No;3;3;0;0.0020462999356155617;Baixo risco
139;Research & Development;Healthcare Representative;37;5163;1;No;4;4;0;0.0020055777643534687;Baixo risco
1069;Research & Development;Research Director;46;19627;2;No;4;3;0;0.0019971519929743095;Baixo risco
482;Research & Development;Healthcare Representative;57;6755;3;No;3;3;0;0.0019536663341609205;Baixo risco
638;Research & Development;Research Director;49;19502;31;Yes;3;3;0;0.001854549304982677;Baixo risco
1121;Research & Development;Manufacturing Director;28;7655;9;No;2;2;0;0.0018513928502431908;Baixo risco
1255;Research & Development;Research Director;43;19740;8;No;4;3;0;0.0017620934051911098;Baixo risco
1608;Research & Development;Research Director;44;19049;22;Yes;4;2;0;0.0017503666471424628;Baixo risco
1653;Research & Development;Manufacturing Director;25;5206;7;No;3;3;0;0.0017114725133200333;Baixo risco
36;Research & Development;Healthcare Representative;44;10248;22;No;4;3;0;0.0017086707342096167;Baixo risco
976;Research & Development;Manager;52;17099;9;No;4;2;0;0.0016966228160382396;Baixo risco
817;Research & Development;Research Director;33;11691;13;No;3;4;0;0.0016334013496030536;Baixo risco
441;Research & Development;Research Scientist;30;5775;10;No;4;3;0;0.001570689108135738;Baixo risco
950;Research & Development;Research Director;38;13582;15;No;1;3;0;0.0015108237732856563;Baixo risco
1979;Research & Development;Research Director;31;11031;11;No;3;4;0;0.0013934860891975237;Baixo risco
1822;Research & Development;Healthcare Representative;40;6513;5;No;4;3;0;0.0013729895621892735;Baixo risco
1304;Sales;Sales Executive;32;6209;10;No;4;4;0;0.0013468462720590624;Baixo risco
999;Research & Development;Research Director;41;19419;18;No;3;4;0;0.0013461830050186423;Baixo risco
2051;Research & Development;Research Scientist;40;2001;5;No;3;3;0;0.0012722588200424975;Baixo risco
1423;Research & Development;Research Director;58;19701;9;Yes;1;3;0;0.0012357659356017443;Baixo risco
1665;Research & Development;Manager;54;17426;10;No;3;3;0;0.0012035553967875688;Baixo risco
323;Sales;Manager;50;19517;7;No;4;2;0;0.0011869461958618362;Baixo risco
1668;Research & Development;Research Scientist;38;4735;13;No;4;4;0;0.0010964159187691438;Baixo risco
546;Research & Development;Manager;52;16555;5;No;4;1;0;0.0010772171641004694;Baixo risco
336;Research & Development;Manager;45;19202;24;No;4;3;0;0.0010753888659503052;Baixo risco
581;Research & Development;Manufacturing Director;31;10648;13;No;2;4;0;0.0010579324773711527;Baixo risco
550;Research & Development;Manufacturing Director;46;4810;10;No;3;2;0;0.0010363864460904552;Baixo risco
997;Research & Development;Research Director;50;17399;5;No;4;2;0;0.0009622262115385537;Baixo risco
1035;Research & Development;Research Director;41;19973;21;No;3;3;0;0.0009179251176200988;Baixo risco
1468;Research & Development;Research Director;40;13757;9;No;2;3;0;0.0009059876598300059;Baixo risco
46;Research & Development;Research Scientist;43;2645;5;No;3;2;0;0.0008675077598523355;Baixo risco
558;Sales;Manager;40;18041;20;No;3;3;0;0.0008127672260936519;Baixo risco
815;Research & Development;Research Director;50;17639;4;No;3;3;0;0.0007535131700561206;Baixo risco
1656;Research & Development;Research Director;50;13269;14;No;1;3;0;0.0007298143723725803;Baixo risco
1572;Research & Development;Manufacturing Director;53;10169;33;No;4;3;1;0.0006340064647444336;Baixo risco
1443;Research & Development;Research Director;47;17169;20;No;3;4;0;0.00061327660726347;Baixo risco
254;Research & Development;Research Director;55;18722;24;No;2;3;0;0.000609282737145935;Baixo risco
32;Research & Development;Manager;53;19094;14;No;3;2;0;0.0006041368818832352;Baixo risco
730;Research & Development;Research Director;53;14814;5;No;3;3;0;0.0006024950392313354;Baixo risco
352;Research & Development;Research Director;40;19436;21;No;3;3;0;0.0005848919141642083;Baixo risco
1484;Research & Development;Healthcare Representative;49;10466;8;No;2;3;0;0.00057914737009008;Baixo risco
1201;Research & Development;Manager;53;18606;7;No;3;3;0;0.000538038592662797;Baixo risco
2026;Research & Development;Healthcare Representative;56;6306;13;No;3;2;0;0.000495503958001108;Baixo risco
1635;Research & Development;Manufacturing Director;45;5770;10;No;4;3;0;0.0004947245331068732;Baixo risco
2000;Research & Development;Research Director;47;11957;13;No;2;1;0;0.0004664394505119036;Baixo risco
1804;Research & Development;Manufacturing Director;35;5762;7;No;4;3;0;0.0004596069812142149;Baixo risco
1040;Sales;Sales Executive;50;6347;18;No;3;3;0;0.00043656234804625977;Baixo risco
1630;Research & Development;Healthcare Representative;35;4148;14;No;3;3;0;0.0004353592702342889;Baixo risco
417;Research & Development;Healthcare Representative;39;9613;18;No;4;2;0;0.0003101757939978634;Baixo risco
262;Research & Development;Research Scientist;43;2089;5;No;4;4;0;0.00025852429523643734;Baixo risco
1250;Research & Development;Research Director;54;17779;10;No;4;3;0;0.00015177855149888395;Baixo risco
1424;Research & Development;Research Director;55;14732;7;No;4;4;0;5.0180601404044035e-05;Baixo risco
